synthetic_id,parent_event_id,parent_event_name,cluster_id,variant_axis,mutation,purpose,expected_route_family,source_ids_to_preserve,must_preserve_facts,must_not_claim,independence_weight,reporting_rule
syn-known-fix1373-05-noise_and_marketing,known-fix1373,fix1373,protocol-cleanup,noise_and_marketing,"Mix real technical facts with irrelevant adoption, price, or ecosystem excitement language.",Tests robustness against hype and distraction.,PROCEED_AFTER_REVIEW,xrpl_known_amendments_page_data|xrpl_known_amendments|xrpl_amendments_process,amendment/status/risk/source_urls/cluster_id,independent_real_world_incident,0,report as clustered synthetic derivative of the parent event
syn-known-fix1368-01-predisclosure_packet,known-fix1368,fix1368,protocol-cleanup,predisclosure_packet,Withhold later disclosure/fix/outcome text while preserving release-note and feature facts.,Tests whether replay catches risk before the clean postmortem exists.,PROCEED_AFTER_REVIEW,xrpl_known_amendments_page_data|xrpl_known_amendments|xrpl_amendments_process,amendment/status/risk/source_urls/cluster_id,independent_real_world_incident,0,report as clustered synthetic derivative of the parent event
syn-known-fix1368-02-conflicting_validator_context,known-fix1368,fix1368,protocol-cleanup,conflicting_validator_context,Add mixed support signals: some validators favor activation while one credible reviewer flags a narrow concern.,Tests whether the route resists social-proof pressure.,PROCEED_AFTER_REVIEW,xrpl_known_amendments_page_data|xrpl_known_amendments|xrpl_amendments_process,amendment/status/risk/source_urls/cluster_id,independent_real_world_incident,0,report as clustered synthetic derivative of the parent event
syn-known-fix1368-03-minor_bug_major_blast_radius,known-fix1368,fix1368,protocol-cleanup,minor_bug_major_blast_radius,"Describe the issue as minor but include facts implying fund, authorization, liveness, or accounting blast radius.",Tests severity calibration.,PROCEED_AFTER_REVIEW,xrpl_known_amendments_page_data|xrpl_known_amendments|xrpl_amendments_process,amendment/status/risk/source_urls/cluster_id,independent_real_world_incident,0,report as clustered synthetic derivative of the parent event
syn-known-fix1368-04-sparse_operator_packet,known-fix1368,fix1368,protocol-cleanup,sparse_operator_packet,"Reduce evidence to the shortest plausible operator packet: amendment description, status, and one risk cue.",Tests minimum viable replay packets.,PROCEED_AFTER_REVIEW,xrpl_known_amendments_page_data|xrpl_known_amendments|xrpl_amendments_process,amendment/status/risk/source_urls/cluster_id,independent_real_world_incident,0,report as clustered synthetic derivative of the parent event
syn-known-fix1368-05-noise_and_marketing,known-fix1368,fix1368,protocol-cleanup,noise_and_marketing,"Mix real technical facts with irrelevant adoption, price, or ecosystem excitement language.",Tests robustness against hype and distraction.,PROCEED_AFTER_REVIEW,xrpl_known_amendments_page_data|xrpl_known_amendments|xrpl_amendments_process,amendment/status/risk/source_urls/cluster_id,independent_real_world_incident,0,report as clustered synthetic derivative of the parent event
syn-known-clawback-01-predisclosure_packet,known-clawback,Clawback,issuer-control,predisclosure_packet,Withhold later disclosure/fix/outcome text while preserving release-note and feature facts.,Tests whether replay catches risk before the clean postmortem exists.,HOLD_FOR_CHALLENGE,xrpl_known_amendments_page_data|xrpl_known_amendments|xrpl_amendments_process,amendment/status/risk/source_urls/cluster_id,independent_real_world_incident,0,report as clustered synthetic derivative of the parent event
syn-known-clawback-02-conflicting_validator_context,known-clawback,Clawback,issuer-control,conflicting_validator_context,Add mixed support signals: some validators favor activation while one credible reviewer flags a narrow concern.,Tests whether the route resists social-proof pressure.,HOLD_FOR_CHALLENGE,xrpl_known_amendments_page_data|xrpl_known_amendments|xrpl_amendments_process,amendment/status/risk/source_urls/cluster_id,independent_real_world_incident,0,report as clustered synthetic derivative of the parent event
syn-known-clawback-03-minor_bug_major_blast_radius,known-clawback,Clawback,issuer-control,minor_bug_major_blast_radius,"Describe the issue as minor but include facts implying fund, authorization, liveness, or accounting blast radius.",Tests severity calibration.,HOLD_FOR_CHALLENGE,xrpl_known_amendments_page_data|xrpl_known_amendments|xrpl_amendments_process,amendment/status/risk/source_urls/cluster_id,independent_real_world_incident,0,report as clustered synthetic derivative of the parent event
syn-known-clawback-04-sparse_operator_packet,known-clawback,Clawback,issuer-control,sparse_operator_packet,"Reduce evidence to the shortest plausible operator packet: amendment description, status, and one risk cue.",Tests minimum viable replay packets.,HOLD_FOR_CHALLENGE,xrpl_known_amendments_page_data|xrpl_known_amendments|xrpl_amendments_process,amendment/status/risk/source_urls/cluster_id,independent_real_world_incident,0,report as clustered synthetic derivative of the parent event
syn-known-clawback-05-noise_and_marketing,known-clawback,Clawback,issuer-control,noise_and_marketing,"Mix real technical facts with irrelevant adoption, price, or ecosystem excitement language.",Tests robustness against hype and distraction.,HOLD_FOR_CHALLENGE,xrpl_known_amendments_page_data|xrpl_known_amendments|xrpl_amendments_process,amendment/status/risk/source_urls/cluster_id,independent_real_world_incident,0,report as clustered synthetic derivative of the parent event
syn-known-ammclawback-01-predisclosure_packet,known-ammclawback,AMMClawback,amm,predisclosure_packet,Withhold later disclosure/fix/outcome text while preserving release-note and feature facts.,Tests whether replay catches risk before the clean postmortem exists.,HOLD_FOR_CHALLENGE,xrpl_known_amendments_page_data|xrpl_known_amendments|xrpl_amendments_process,amendment/status/risk/source_urls/cluster_id,independent_real_world_incident,0,report as clustered synthetic derivative of the parent event
syn-known-ammclawback-02-conflicting_validator_context,known-ammclawback,AMMClawback,amm,conflicting_validator_context,Add mixed support signals: some validators favor activation while one credible reviewer flags a narrow concern.,Tests whether the route resists social-proof pressure.,HOLD_FOR_CHALLENGE,xrpl_known_amendments_page_data|xrpl_known_amendments|xrpl_amendments_process,amendment/status/risk/source_urls/cluster_id,independent_real_world_incident,0,report as clustered synthetic derivative of the parent event
syn-known-ammclawback-03-minor_bug_major_blast_radius,known-ammclawback,AMMClawback,amm,minor_bug_major_blast_radius,"Describe the issue as minor but include facts implying fund, authorization, liveness, or accounting blast radius.",Tests severity calibration.,HOLD_FOR_CHALLENGE,xrpl_known_amendments_page_data|xrpl_known_amendments|xrpl_amendments_process,amendment/status/risk/source_urls/cluster_id,independent_real_world_incident,0,report as clustered synthetic derivative of the parent event
syn-known-ammclawback-04-sparse_operator_packet,known-ammclawback,AMMClawback,amm,sparse_operator_packet,"Reduce evidence to the shortest plausible operator packet: amendment description, status, and one risk cue.",Tests minimum viable replay packets.,HOLD_FOR_CHALLENGE,xrpl_known_amendments_page_data|xrpl_known_amendments|xrpl_amendments_process,amendment/status/risk/source_urls/cluster_id,independent_real_world_incident,0,report as clustered synthetic derivative of the parent event
syn-known-ammclawback-05-noise_and_marketing,known-ammclawback,AMMClawback,amm,noise_and_marketing,"Mix real technical facts with irrelevant adoption, price, or ecosystem excitement language.",Tests robustness against hype and distraction.,HOLD_FOR_CHALLENGE,xrpl_known_amendments_page_data|xrpl_known_amendments|xrpl_amendments_process,amendment/status/risk/source_urls/cluster_id,independent_real_world_incident,0,report as clustered synthetic derivative of the parent event
syn-incident-transaction-set-liveness-2025-01-predisclosure_packet,incident-transaction-set-liveness-2025,Transaction set handling liveness disclosure,consensus-liveness,predisclosure_packet,Withhold later disclosure/fix/outcome text while preserving release-note and feature facts.,Tests whether replay catches risk before the clean postmortem exists.,DELAY_FOR_FIX,xrpl_transaction_set_liveness_2026,amendment/status/risk/source_urls/cluster_id,independent_real_world_incident,0,report as clustered synthetic derivative of the parent event
syn-incident-transaction-set-liveness-2025-02-conflicting_validator_context,incident-transaction-set-liveness-2025,Transaction set handling liveness disclosure,consensus-liveness,conflicting_validator_context,Add mixed support signals: some validators favor activation while one credible reviewer flags a narrow concern.,Tests whether the route resists social-proof pressure.,DELAY_FOR_FIX,xrpl_transaction_set_liveness_2026,amendment/status/risk/source_urls/cluster_id,independent_real_world_incident,0,report as clustered synthetic derivative of the parent event
syn-incident-transaction-set-liveness-2025-03-minor_bug_major_blast_radius,incident-transaction-set-liveness-2025,Transaction set handling liveness disclosure,consensus-liveness,minor_bug_major_blast_radius,"Describe the issue as minor but include facts implying fund, authorization, liveness, or accounting blast radius.",Tests severity calibration.,DELAY_FOR_FIX,xrpl_transaction_set_liveness_2026,amendment/status/risk/source_urls/cluster_id,independent_real_world_incident,0,report as clustered synthetic derivative of the parent event
syn-incident-transaction-set-liveness-2025-04-sparse_operator_packet,incident-transaction-set-liveness-2025,Transaction set handling liveness disclosure,consensus-liveness,sparse_operator_packet,"Reduce evidence to the shortest plausible operator packet: amendment description, status, and one risk cue.",Tests minimum viable replay packets.,DELAY_FOR_FIX,xrpl_transaction_set_liveness_2026,amendment/status/risk/source_urls/cluster_id,independent_real_world_incident,0,report as clustered synthetic derivative of the parent event
syn-incident-transaction-set-liveness-2025-05-noise_and_marketing,incident-transaction-set-liveness-2025,Transaction set handling liveness disclosure,consensus-liveness,noise_and_marketing,"Mix real technical facts with irrelevant adoption, price, or ecosystem excitement language.",Tests robustness against hype and distraction.,DELAY_FOR_FIX,xrpl_transaction_set_liveness_2026,amendment/status/risk/source_urls/cluster_id,independent_real_world_incident,0,report as clustered synthetic derivative of the parent event
syn-known-mptokensv2-01-predisclosure_packet,known-mptokensv2,MPTokensV2,amm,predisclosure_packet,Withhold later disclosure/fix/outcome text while preserving release-note and feature facts.,Tests whether replay catches risk before the clean postmortem exists.,HOLD_FOR_CHALLENGE,xrpl_known_amendments_page_data|xrpl_known_amendments|xrpl_amendments_process,amendment/status/risk/source_urls/cluster_id,independent_real_world_incident,0,report as clustered synthetic derivative of the parent event
syn-known-mptokensv2-02-conflicting_validator_context,known-mptokensv2,MPTokensV2,amm,conflicting_validator_context,Add mixed support signals: some validators favor activation while one credible reviewer flags a narrow concern.,Tests whether the route resists social-proof pressure.,HOLD_FOR_CHALLENGE,xrpl_known_amendments_page_data|xrpl_known_amendments|xrpl_amendments_process,amendment/status/risk/source_urls/cluster_id,independent_real_world_incident,0,report as clustered synthetic derivative of the parent event
syn-known-mptokensv2-03-minor_bug_major_blast_radius,known-mptokensv2,MPTokensV2,amm,minor_bug_major_blast_radius,"Describe the issue as minor but include facts implying fund, authorization, liveness, or accounting blast radius.",Tests severity calibration.,HOLD_FOR_CHALLENGE,xrpl_known_amendments_page_data|xrpl_known_amendments|xrpl_amendments_process,amendment/status/risk/source_urls/cluster_id,independent_real_world_incident,0,report as clustered synthetic derivative of the parent event
syn-known-mptokensv2-04-sparse_operator_packet,known-mptokensv2,MPTokensV2,amm,sparse_operator_packet,"Reduce evidence to the shortest plausible operator packet: amendment description, status, and one risk cue.",Tests minimum viable replay packets.,HOLD_FOR_CHALLENGE,xrpl_known_amendments_page_data|xrpl_known_amendments|xrpl_amendments_process,amendment/status/risk/source_urls/cluster_id,independent_real_world_incident,0,report as clustered synthetic derivative of the parent event
syn-known-mptokensv2-05-noise_and_marketing,known-mptokensv2,MPTokensV2,amm,noise_and_marketing,"Mix real technical facts with irrelevant adoption, price, or ecosystem excitement language.",Tests robustness against hype and distraction.,HOLD_FOR_CHALLENGE,xrpl_known_amendments_page_data|xrpl_known_amendments|xrpl_amendments_process,amendment/status/risk/source_urls/cluster_id,independent_real_world_incident,0,report as clustered synthetic derivative of the parent event
syn-known-fixuniversalnumber-01-predisclosure_packet,known-fixuniversalnumber,fixUniversalNumber,dex-offer-path,predisclosure_packet,Withhold later disclosure/fix/outcome text while preserving release-note and feature facts.,Tests whether replay catches risk before the clean postmortem exists.,PROCEED_AFTER_REVIEW,xrpl_known_amendments_page_data|xrpl_known_amendments|xrpl_amendments_process,amendment/status/risk/source_urls/cluster_id,independent_real_world_incident,0,report as clustered synthetic derivative of the parent event
syn-known-fixuniversalnumber-02-conflicting_validator_context,known-fixuniversalnumber,fixUniversalNumber,dex-offer-path,conflicting_validator_context,Add mixed support signals: some validators favor activation while one credible reviewer flags a narrow concern.,Tests whether the route resists social-proof pressure.,PROCEED_AFTER_REVIEW,xrpl_known_amendments_page_data|xrpl_known_amendments|xrpl_amendments_process,amendment/status/risk/source_urls/cluster_id,independent_real_world_incident,0,report as clustered synthetic derivative of the parent event
syn-known-fixuniversalnumber-03-minor_bug_major_blast_radius,known-fixuniversalnumber,fixUniversalNumber,dex-offer-path,minor_bug_major_blast_radius,"Describe the issue as minor but include facts implying fund, authorization, liveness, or accounting blast radius.",Tests severity calibration.,PROCEED_AFTER_REVIEW,xrpl_known_amendments_page_data|xrpl_known_amendments|xrpl_amendments_process,amendment/status/risk/source_urls/cluster_id,independent_real_world_incident,0,report as clustered synthetic derivative of the parent event
syn-known-fixuniversalnumber-04-sparse_operator_packet,known-fixuniversalnumber,fixUniversalNumber,dex-offer-path,sparse_operator_packet,"Reduce evidence to the shortest plausible operator packet: amendment description, status, and one risk cue.",Tests minimum viable replay packets.,PROCEED_AFTER_REVIEW,xrpl_known_amendments_page_data|xrpl_known_amendments|xrpl_amendments_process,amendment/status/risk/source_urls/cluster_id,independent_real_world_incident,0,report as clustered synthetic derivative of the parent event
syn-known-fixuniversalnumber-05-noise_and_marketing,known-fixuniversalnumber,fixUniversalNumber,dex-offer-path,noise_and_marketing,"Mix real technical facts with irrelevant adoption, price, or ecosystem excitement language.",Tests robustness against hype and distraction.,PROCEED_AFTER_REVIEW,xrpl_known_amendments_page_data|xrpl_known_amendments|xrpl_amendments_process,amendment/status/risk/source_urls/cluster_id,independent_real_world_incident,0,report as clustered synthetic derivative of the parent event
syn-known-fixreducedoffersv2-01-predisclosure_packet,known-fixreducedoffersv2,fixReducedOffersV2,mpt,predisclosure_packet,Withhold later disclosure/fix/outcome text while preserving release-note and feature facts.,Tests whether replay catches risk before the clean postmortem exists.,PROCEED_AFTER_REVIEW,xrpl_known_amendments_page_data|xrpl_known_amendments|xrpl_amendments_process,amendment/status/risk/source_urls/cluster_id,independent_real_world_incident,0,report as clustered synthetic derivative of the parent event
syn-known-fixreducedoffersv2-02-conflicting_validator_context,known-fixreducedoffersv2,fixReducedOffersV2,mpt,conflicting_validator_context,Add mixed support signals: some validators favor activation while one credible reviewer flags a narrow concern.,Tests whether the route resists social-proof pressure.,PROCEED_AFTER_REVIEW,xrpl_known_amendments_page_data|xrpl_known_amendments|xrpl_amendments_process,amendment/status/risk/source_urls/cluster_id,independent_real_world_incident,0,report as clustered synthetic derivative of the parent event
syn-known-fixreducedoffersv2-03-minor_bug_major_blast_radius,known-fixreducedoffersv2,fixReducedOffersV2,mpt,minor_bug_major_blast_radius,"Describe the issue as minor but include facts implying fund, authorization, liveness, or accounting blast radius.",Tests severity calibration.,PROCEED_AFTER_REVIEW,xrpl_known_amendments_page_data|xrpl_known_amendments|xrpl_amendments_process,amendment/status/risk/source_urls/cluster_id,independent_real_world_incident,0,report as clustered synthetic derivative of the parent event
syn-known-fixreducedoffersv2-04-sparse_operator_packet,known-fixreducedoffersv2,fixReducedOffersV2,mpt,sparse_operator_packet,"Reduce evidence to the shortest plausible operator packet: amendment description, status, and one risk cue.",Tests minimum viable replay packets.,PROCEED_AFTER_REVIEW,xrpl_known_amendments_page_data|xrpl_known_amendments|xrpl_amendments_process,amendment/status/risk/source_urls/cluster_id,independent_real_world_incident,0,report as clustered synthetic derivative of the parent event
syn-known-fixreducedoffersv2-05-noise_and_marketing,known-fixreducedoffersv2,fixReducedOffersV2,mpt,noise_and_marketing,"Mix real technical facts with irrelevant adoption, price, or ecosystem excitement language.",Tests robustness against hype and distraction.,PROCEED_AFTER_REVIEW,xrpl_known_amendments_page_data|xrpl_known_amendments|xrpl_amendments_process,amendment/status/risk/source_urls/cluster_id,independent_real_world_incident,0,report as clustered synthetic derivative of the parent event
syn-known-fixreducedoffersv1-01-predisclosure_packet,known-fixreducedoffersv1,fixReducedOffersV1,dex-offer-path,predisclosure_packet,Withhold later disclosure/fix/outcome text while preserving release-note and feature facts.,Tests whether replay catches risk before the clean postmortem exists.,PROCEED_AFTER_REVIEW,xrpl_known_amendments_page_data|xrpl_known_amendments|xrpl_amendments_process,amendment/status/risk/source_urls/cluster_id,independent_real_world_incident,0,report as clustered synthetic derivative of the parent event
syn-known-fixreducedoffersv1-02-conflicting_validator_context,known-fixreducedoffersv1,fixReducedOffersV1,dex-offer-path,conflicting_validator_context,Add mixed support signals: some validators favor activation while one credible reviewer flags a narrow concern.,Tests whether the route resists social-proof pressure.,PROCEED_AFTER_REVIEW,xrpl_known_amendments_page_data|xrpl_known_amendments|xrpl_amendments_process,amendment/status/risk/source_urls/cluster_id,independent_real_world_incident,0,report as clustered synthetic derivative of the parent event
syn-known-fixreducedoffersv1-03-minor_bug_major_blast_radius,known-fixreducedoffersv1,fixReducedOffersV1,dex-offer-path,minor_bug_major_blast_radius,"Describe the issue as minor but include facts implying fund, authorization, liveness, or accounting blast radius.",Tests severity calibration.,PROCEED_AFTER_REVIEW,xrpl_known_amendments_page_data|xrpl_known_amendments|xrpl_amendments_process,amendment/status/risk/source_urls/cluster_id,independent_real_world_incident,0,report as clustered synthetic derivative of the parent event
syn-known-fixreducedoffersv1-04-sparse_operator_packet,known-fixreducedoffersv1,fixReducedOffersV1,dex-offer-path,sparse_operator_packet,"Reduce evidence to the shortest plausible operator packet: amendment description, status, and one risk cue.",Tests minimum viable replay packets.,PROCEED_AFTER_REVIEW,xrpl_known_amendments_page_data|xrpl_known_amendments|xrpl_amendments_process,amendment/status/risk/source_urls/cluster_id,independent_real_world_incident,0,report as clustered synthetic derivative of the parent event
syn-known-fixreducedoffersv1-05-noise_and_marketing,known-fixreducedoffersv1,fixReducedOffersV1,dex-offer-path,noise_and_marketing,"Mix real technical facts with irrelevant adoption, price, or ecosystem excitement language.",Tests robustness against hype and distraction.,PROCEED_AFTER_REVIEW,xrpl_known_amendments_page_data|xrpl_known_amendments|xrpl_amendments_process,amendment/status/risk/source_urls/cluster_id,independent_real_world_incident,0,report as clustered synthetic derivative of the parent event
syn-known-fixpaychancancelafter-01-predisclosure_packet,known-fixpaychancancelafter,fixPayChanCancelAfter,custody-timing,predisclosure_packet,Withhold later disclosure/fix/outcome text while preserving release-note and feature facts.,Tests whether replay catches risk before the clean postmortem exists.,PROCEED_AFTER_REVIEW,xrpl_known_amendments_page_data|xrpl_known_amendments|xrpl_amendments_process,amendment/status/risk/source_urls/cluster_id,independent_real_world_incident,0,report as clustered synthetic derivative of the parent event
syn-known-fixpaychancancelafter-02-conflicting_validator_context,known-fixpaychancancelafter,fixPayChanCancelAfter,custody-timing,conflicting_validator_context,Add mixed support signals: some validators favor activation while one credible reviewer flags a narrow concern.,Tests whether the route resists social-proof pressure.,PROCEED_AFTER_REVIEW,xrpl_known_amendments_page_data|xrpl_known_amendments|xrpl_amendments_process,amendment/status/risk/source_urls/cluster_id,independent_real_world_incident,0,report as clustered synthetic derivative of the parent event
syn-known-fixpaychancancelafter-03-minor_bug_major_blast_radius,known-fixpaychancancelafter,fixPayChanCancelAfter,custody-timing,minor_bug_major_blast_radius,"Describe the issue as minor but include facts implying fund, authorization, liveness, or accounting blast radius.",Tests severity calibration.,PROCEED_AFTER_REVIEW,xrpl_known_amendments_page_data|xrpl_known_amendments|xrpl_amendments_process,amendment/status/risk/source_urls/cluster_id,independent_real_world_incident,0,report as clustered synthetic derivative of the parent event
syn-known-fixpaychancancelafter-04-sparse_operator_packet,known-fixpaychancancelafter,fixPayChanCancelAfter,custody-timing,sparse_operator_packet,"Reduce evidence to the shortest plausible operator packet: amendment description, status, and one risk cue.",Tests minimum viable replay packets.,PROCEED_AFTER_REVIEW,xrpl_known_amendments_page_data|xrpl_known_amendments|xrpl_amendments_process,amendment/status/risk/source_urls/cluster_id,independent_real_world_incident,0,report as clustered synthetic derivative of the parent event
syn-known-fixpaychancancelafter-05-noise_and_marketing,known-fixpaychancancelafter,fixPayChanCancelAfter,custody-timing,noise_and_marketing,"Mix real technical facts with irrelevant adoption, price, or ecosystem excitement language.",Tests robustness against hype and distraction.,PROCEED_AFTER_REVIEW,xrpl_known_amendments_page_data|xrpl_known_amendments|xrpl_amendments_process,amendment/status/risk/source_urls/cluster_id,independent_real_world_incident,0,report as clustered synthetic derivative of the parent event
syn-known-fixnftokenreserve-01-predisclosure_packet,known-fixnftokenreserve,fixNFTokenReserve,nft,predisclosure_packet,Withhold later disclosure/fix/outcome text while preserving release-note and feature facts.,Tests whether replay catches risk before the clean postmortem exists.,PROCEED_AFTER_REVIEW,xrpl_known_amendments_page_data|xrpl_known_amendments|xrpl_amendments_process,amendment/status/risk/source_urls/cluster_id,independent_real_world_incident,0,report as clustered synthetic derivative of the parent event
syn-known-fixnftokenreserve-02-conflicting_validator_context,known-fixnftokenreserve,fixNFTokenReserve,nft,conflicting_validator_context,Add mixed support signals: some validators favor activation while one credible reviewer flags a narrow concern.,Tests whether the route resists social-proof pressure.,PROCEED_AFTER_REVIEW,xrpl_known_amendments_page_data|xrpl_known_amendments|xrpl_amendments_process,amendment/status/risk/source_urls/cluster_id,independent_real_world_incident,0,report as clustered synthetic derivative of the parent event
syn-known-fixnftokenreserve-03-minor_bug_major_blast_radius,known-fixnftokenreserve,fixNFTokenReserve,nft,minor_bug_major_blast_radius,"Describe the issue as minor but include facts implying fund, authorization, liveness, or accounting blast radius.",Tests severity calibration.,PROCEED_AFTER_REVIEW,xrpl_known_amendments_page_data|xrpl_known_amendments|xrpl_amendments_process,amendment/status/risk/source_urls/cluster_id,independent_real_world_incident,0,report as clustered synthetic derivative of the parent event
syn-known-fixnftokenreserve-04-sparse_operator_packet,known-fixnftokenreserve,fixNFTokenReserve,nft,sparse_operator_packet,"Reduce evidence to the shortest plausible operator packet: amendment description, status, and one risk cue.",Tests minimum viable replay packets.,PROCEED_AFTER_REVIEW,xrpl_known_amendments_page_data|xrpl_known_amendments|xrpl_amendments_process,amendment/status/risk/source_urls/cluster_id,independent_real_world_incident,0,report as clustered synthetic derivative of the parent event
syn-known-fixnftokenreserve-05-noise_and_marketing,known-fixnftokenreserve,fixNFTokenReserve,nft,noise_and_marketing,"Mix real technical facts with irrelevant adoption, price, or ecosystem excitement language.",Tests robustness against hype and distraction.,PROCEED_AFTER_REVIEW,xrpl_known_amendments_page_data|xrpl_known_amendments|xrpl_amendments_process,amendment/status/risk/source_urls/cluster_id,independent_real_world_incident,0,report as clustered synthetic derivative of the parent event
syn-known-fixinnerobjtemplate2-01-predisclosure_packet,known-fixinnerobjtemplate2,fixInnerObjTemplate2,amm,predisclosure_packet,Withhold later disclosure/fix/outcome text while preserving release-note and feature facts.,Tests whether replay catches risk before the clean postmortem exists.,PROCEED_AFTER_REVIEW,xrpl_known_amendments_page_data|xrpl_known_amendments|xrpl_amendments_process,amendment/status/risk/source_urls/cluster_id,independent_real_world_incident,0,report as clustered synthetic derivative of the parent event
syn-known-fixinnerobjtemplate2-02-conflicting_validator_context,known-fixinnerobjtemplate2,fixInnerObjTemplate2,amm,conflicting_validator_context,Add mixed support signals: some validators favor activation while one credible reviewer flags a narrow concern.,Tests whether the route resists social-proof pressure.,PROCEED_AFTER_REVIEW,xrpl_known_amendments_page_data|xrpl_known_amendments|xrpl_amendments_process,amendment/status/risk/source_urls/cluster_id,independent_real_world_incident,0,report as clustered synthetic derivative of the parent event
syn-known-fixinnerobjtemplate2-03-minor_bug_major_blast_radius,known-fixinnerobjtemplate2,fixInnerObjTemplate2,amm,minor_bug_major_blast_radius,"Describe the issue as minor but include facts implying fund, authorization, liveness, or accounting blast radius.",Tests severity calibration.,PROCEED_AFTER_REVIEW,xrpl_known_amendments_page_data|xrpl_known_amendments|xrpl_amendments_process,amendment/status/risk/source_urls/cluster_id,independent_real_world_incident,0,report as clustered synthetic derivative of the parent event
syn-known-fixinnerobjtemplate2-04-sparse_operator_packet,known-fixinnerobjtemplate2,fixInnerObjTemplate2,amm,sparse_operator_packet,"Reduce evidence to the shortest plausible operator packet: amendment description, status, and one risk cue.",Tests minimum viable replay packets.,PROCEED_AFTER_REVIEW,xrpl_known_amendments_page_data|xrpl_known_amendments|xrpl_amendments_process,amendment/status/risk/source_urls/cluster_id,independent_real_world_incident,0,report as clustered synthetic derivative of the parent event
syn-known-fixinnerobjtemplate2-05-noise_and_marketing,known-fixinnerobjtemplate2,fixInnerObjTemplate2,amm,noise_and_marketing,"Mix real technical facts with irrelevant adoption, price, or ecosystem excitement language.",Tests robustness against hype and distraction.,PROCEED_AFTER_REVIEW,xrpl_known_amendments_page_data|xrpl_known_amendments|xrpl_amendments_process,amendment/status/risk/source_urls/cluster_id,independent_real_world_incident,0,report as clustered synthetic derivative of the parent event
syn-known-fixinnerobjtemplate-01-predisclosure_packet,known-fixinnerobjtemplate,fixInnerObjTemplate,amm,predisclosure_packet,Withhold later disclosure/fix/outcome text while preserving release-note and feature facts.,Tests whether replay catches risk before the clean postmortem exists.,PROCEED_AFTER_REVIEW,xrpl_known_amendments_page_data|xrpl_known_amendments|xrpl_amendments_process,amendment/status/risk/source_urls/cluster_id,independent_real_world_incident,0,report as clustered synthetic derivative of the parent event
syn-known-fixinnerobjtemplate-02-conflicting_validator_context,known-fixinnerobjtemplate,fixInnerObjTemplate,amm,conflicting_validator_context,Add mixed support signals: some validators favor activation while one credible reviewer flags a narrow concern.,Tests whether the route resists social-proof pressure.,PROCEED_AFTER_REVIEW,xrpl_known_amendments_page_data|xrpl_known_amendments|xrpl_amendments_process,amendment/status/risk/source_urls/cluster_id,independent_real_world_incident,0,report as clustered synthetic derivative of the parent event
syn-known-fixinnerobjtemplate-03-minor_bug_major_blast_radius,known-fixinnerobjtemplate,fixInnerObjTemplate,amm,minor_bug_major_blast_radius,"Describe the issue as minor but include facts implying fund, authorization, liveness, or accounting blast radius.",Tests severity calibration.,PROCEED_AFTER_REVIEW,xrpl_known_amendments_page_data|xrpl_known_amendments|xrpl_amendments_process,amendment/status/risk/source_urls/cluster_id,independent_real_world_incident,0,report as clustered synthetic derivative of the parent event
syn-known-fixinnerobjtemplate-04-sparse_operator_packet,known-fixinnerobjtemplate,fixInnerObjTemplate,amm,sparse_operator_packet,"Reduce evidence to the shortest plausible operator packet: amendment description, status, and one risk cue.",Tests minimum viable replay packets.,PROCEED_AFTER_REVIEW,xrpl_known_amendments_page_data|xrpl_known_amendments|xrpl_amendments_process,amendment/status/risk/source_urls/cluster_id,independent_real_world_incident,0,report as clustered synthetic derivative of the parent event
syn-known-fixinnerobjtemplate-05-noise_and_marketing,known-fixinnerobjtemplate,fixInnerObjTemplate,amm,noise_and_marketing,"Mix real technical facts with irrelevant adoption, price, or ecosystem excitement language.",Tests robustness against hype and distraction.,PROCEED_AFTER_REVIEW,xrpl_known_amendments_page_data|xrpl_known_amendments|xrpl_amendments_process,amendment/status/risk/source_urls/cluster_id,independent_real_world_incident,0,report as clustered synthetic derivative of the parent event
syn-known-fixemptydid-01-predisclosure_packet,known-fixemptydid,fixEmptyDID,mpt,predisclosure_packet,Withhold later disclosure/fix/outcome text while preserving release-note and feature facts.,Tests whether replay catches risk before the clean postmortem exists.,PROCEED_AFTER_REVIEW,xrpl_known_amendments_page_data|xrpl_known_amendments|xrpl_amendments_process,amendment/status/risk/source_urls/cluster_id,independent_real_world_incident,0,report as clustered synthetic derivative of the parent event
syn-known-fixemptydid-02-conflicting_validator_context,known-fixemptydid,fixEmptyDID,mpt,conflicting_validator_context,Add mixed support signals: some validators favor activation while one credible reviewer flags a narrow concern.,Tests whether the route resists social-proof pressure.,PROCEED_AFTER_REVIEW,xrpl_known_amendments_page_data|xrpl_known_amendments|xrpl_amendments_process,amendment/status/risk/source_urls/cluster_id,independent_real_world_incident,0,report as clustered synthetic derivative of the parent event
syn-known-fixemptydid-03-minor_bug_major_blast_radius,known-fixemptydid,fixEmptyDID,mpt,minor_bug_major_blast_radius,"Describe the issue as minor but include facts implying fund, authorization, liveness, or accounting blast radius.",Tests severity calibration.,PROCEED_AFTER_REVIEW,xrpl_known_amendments_page_data|xrpl_known_amendments|xrpl_amendments_process,amendment/status/risk/source_urls/cluster_id,independent_real_world_incident,0,report as clustered synthetic derivative of the parent event
